experiment;model;window;samples_summarized;accuracy_train;accuracy_test;presicion;recall;f1_score;train_acc_ten_above;train_test_hundred;f1_hundred;invalid_window
2;KNN;968;100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;MLP;968;100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;NB;968;100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;RF;968;100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;SVM;968;100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;XGB;968;100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;DT;1100;88;100.0;99.81818181818183;99.81981981981981;99.81818181818183;99.81817806153019;0;3;3;3
2;DUM;1100;88;51.249999999999986;46.81818181818182;46.84684684684685;47.27272727272727;47.05882352941176;0;0;0;0
2;KNN;1100;88;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;MLP;1100;88;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;NB;1100;88;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;RF;1100;88;100.0;99.9090909090909;99.81981981981981;100.0;99.90950226244344;0;4;4;4
2;SVM;1100;88;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;XGB;1100;88;100.0;99.72727272727272;100.0;99.45454545454547;99.72518956055464;0;3;3;3
2;DT;1210;80;100.0;99.91735537190083;100.0;99.83471074380165;99.91701244813278;0;4;4;4
2;DUM;1210;80;52.06611570247934;48.7603305785124;48.7603305785124;48.7603305785124;48.7603305785124;0;0;0;0
2;KNN;1210;80;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;MLP;1210;80;99.91735537190083;99.91735537190083;100.0;99.83471074380165;99.91701244813278;0;0;4;4
2;NB;1210;80;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;RF;1210;80;100.0;99.91735537190083;100.0;99.83471074380165;99.91701244813278;0;4;4;4
2;SVM;1210;80;100.0;100.0;100.0;100.0;100.0;0;5;5;5
2;XGB;1210;80;100.0;99.75206611570249;100.0;99.50413223140497;99.75034578146611;0;3;3;3
2;DT;1760;55;99.68750000000001;99.54545454545455;99.55181011899126;99.54545454545455;99.54542886394323;0;0;1;1
2;DUM;1760;55;49.715909090909086;45.73863636363637;45.614035087719294;44.31818181818182;44.95677233429395;0;0;0;0
2;KNN;1760;55;99.94318181818183;99.94318181818183;99.88700564971751;100.0;99.94334277620396;0;0;4;4
2;MLP;1760;55;99.94318181818183;99.94318181818183;99.88700564971751;100.0;99.94334277620396;0;0;4;4
2;NB;1760;55;99.94318181818183;99.94318181818183;99.88700564971751;100.0;99.94334277620396;0;0;4;4
2;RF;1760;55;99.78693181818183;99.60227272727272;99.66480446927375;99.54545454545455;99.60208608773925;0;0;2;2
2;SVM;1760;55;99.94318181818183;99.94318181818183;99.88700564971751;100.0;99.94334277620396;0;0;4;4
2;XGB;1760;55;99.63068181818183;99.54545454545455;99.66480446927375;99.43181818181817;99.54412080104164;0;0;2;2
2;DT;1936;50;99.47055948407157;99.43179093742508;99.28199648768086;99.5860263874793;99.43229681629424;0;0;1;1
2;DUM;1936;50;49.974176888315036;49.53634886384826;49.44792633662515;49.26926980396346;49.350337595698406;0;0;0;0
2;KNN;1936;50;99.94835377663009;99.94845360824743;99.89743589743588;100.0;99.94858611825194;0;0;4;4
2;MLP;1936;50;99.89669087166347;99.84509443512081;99.89743589743588;99.79381443298969;99.84522694512532;0;0;2;2
2;NB;1936;50;99.89669921246181;99.89677402168412;99.79434311393075;100.0;99.89690653168861;0;0;3;3
2;RF;1936;50;99.66426618490215;99.53528330536241;99.58815206836145;99.48453608247424;99.53514873029458;0;0;1;1
2;SVM;1936;50;99.9354422207876;99.89677402168412;99.79434311393075;100.0;99.89690653168861;0;0;3;3
2;XGB;1936;50;99.26394956819686;99.27715176216734;99.28152260111024;99.27781635596389;99.27781155167565;0;0;0;0
2;DT;2200;44;99.63636363636363;99.5;99.9090909090909;99.0909090909091;99.49718872627102;0;0;0;0
2;DUM;2200;44;49.88636363636363;47.95454545454545;47.88732394366197;46.36363636363636;47.11316397228637;0;0;0;0
2;KNN;2200;44;99.87499999999999;99.86363636363637;99.81981981981981;99.9090909090909;99.86394417588306;0;0;3;3
2;MLP;2200;44;99.9090909090909;99.9090909090909;99.90950226244344;99.9090909090909;99.90909043951673;0;0;3;3
2;NB;2200;44;99.9090909090909;99.9090909090909;99.81981981981981;100.0;99.90950226244344;0;0;4;4
2;RF;2200;44;99.23863636363635;99.04545454545455;98.64900836705002;99.45454545454547;99.04904480207351;0;0;0;0
2;SVM;2200;44;99.86363636363635;99.86363636363637;99.81981981981981;99.9090909090909;99.86394417588306;0;0;3;3
2;XGB;2200;44;99.0;98.86363636363636;98.29940561933623;99.45454545454547;98.87109159873584;0;0;0;0
2;DT;2420;40;99.48347107438016;99.3388429752066;99.66872138626664;99.00826446280993;99.3364371728018;0;0;0;0
2;DUM;2420;40;48.91528925619835;48.14049586776859;48.06866952789699;46.28099173553719;47.1578947368421;0;0;0;0
2;KNN;2420;40;99.81404958677686;99.75206611570248;99.83505084515187;99.6694214876033;99.75189465601429;0;0;0;0
2;MLP;2420;40;99.74173553719007;99.6694214876033;99.75274631840288;99.58677685950413;99.66890390695451;0;0;2;2
2;NB;2420;40;99.6590909090909;99.58677685950413;99.34459134797413;99.83471074380165;99.58830556678217;0;0;0;0
2;RF;2420;40;98.69834710743802;98.63636363636365;97.9696093335614;99.33884297520663;98.64725718681927;0;0;0;0
2;SVM;2420;40;99.78305785123966;99.71074380165288;99.83505084515187;99.58677685950413;99.7103149716419;0;0;0;0
2;XGB;2420;40;98.70867768595042;98.63636363636365;98.04537799525268;99.25619834710746;98.64575780531416;0;0;0;0
2;DT;3025;32;99.48777740227554;99.14082317322642;99.27238144828581;99.00880816558477;99.13961289273104;0;0;0;0
2;DUM;3025;32;50.099166726405656;50.19812890379947;50.21262745056016;49.89967870959281;50.045010871121335;0;0;0;0
2;KNN;3025;32;99.70258174854322;99.6695851403322;99.80154306821412;99.537298100671;99.66909164609409;0;0;0;0
2;MLP;3025;32;99.63648311434726;99.6364727381829;99.7361892864086;99.537298100671;99.63592178307228;0;0;0;0
2;NB;3025;32;99.62822206519402;99.63652728909253;99.60547457559326;99.66974843179682;99.63701555115878;0;0;0;0
2;RF;3025;32;98.45505750304669;98.34765294711289;97.41373217288562;99.3392782986908;98.3653367474403;0;0;0;0
2;SVM;3025;32;99.70258174854322;99.70264299157188;99.80176163311697;99.6035232662339;99.70225896041734;0;0;0;0
2;XGB;3025;32;98.38895545519405;98.31464964678287;97.35285660312265;99.33949686359364;98.33343898307012;0;0;0;0
2;DT;3872;25;98.92820537086536;98.8120030007502;99.01495115237222;98.60491755241216;98.80820383128574;0;0;0;0
2;DUM;3872;25;50.04519252997496;50.516829207301825;50.525789950444924;50.20685154106396;50.364968364968355;0;0;0;0
2;KNN;3872;25;99.43182483808963;99.30272568142036;99.32935179592084;99.2764857881137;99.30201954859737;0;0;0;0
2;MLP;3872;25;99.25103178840057;99.19936650829375;99.48118119465161;98.91486187698129;99.19651557604264;0;0;0;0
2;NB;3872;25;98.80553099867778;98.78622989080603;98.66190647324305;98.91512826660275;98.78802664882278;0;0;0;0
2;RF;3872;25;98.04364497765701;97.98552971576228;97.06198273338025;98.9666746583553;98.00478411038189;0;0;0;0
2;SVM;3872;25;99.34143144003454;99.2769525714762;99.48132137740825;99.07003383148194;99.27501105824977;0;0;0;0
2;XGB;3872;25;97.95971361110203;97.93388347086771;97.20199528201894;98.70827672553877;97.94890348682827;0;0;0;0
2;DT;4400;22;98.50568181818181;98.29545454545455;98.54582103263567;98.04545454545453;98.29138785163266;0;0;0;0
2;DUM;4400;22;49.715909090909086;51.249999999999986;51.258581235697946;50.90909090909091;51.08323831242873;0;0;0;0
2;KNN;4400;22;99.19886363636364;99.0;99.31482033676056;98.68181818181819;98.99578340287687;0;0;0;0
2;MLP;4400;22;98.82386363636364;98.77272727272728;99.08777434100514;98.45454545454545;98.76756048775738;0;0;0;0
2;NB;4400;22;98.2840909090909;98.3409090909091;98.23549868658668;98.45454545454545;98.34302359103177;0;0;0;0
2;RF;4400;22;97.67045454545455;97.56818181818181;97.08438021991012;98.0909090909091;97.58153457052322;0;0;0;0
2;SVM;4400;22;99.02272727272728;98.88636363636364;99.00041992665119;98.77272727272728;98.88440134091397;0;0;0;0
2;XGB;4400;22;97.5965909090909;97.47727272727272;97.07944390353339;97.9090909090909;97.48835754577178;0;0;0;0
2;DT;4840;20;97.93388429752066;97.45867768595042;97.65764412242643;97.27272727272728;97.45233611018631;0;0;0;0
2;DUM;4840;20;50.72314049586777;52.06611570247934;52.057613168724274;52.27272727272727;52.16494845360826;0;0;0;0
2;KNN;4840;20;98.85847107438016;98.49173553719008;98.55779291038894;98.4297520661157;98.49155457183184;0;0;0;0
2;MLP;4840;20;98.32128099173553;98.26446280991738;98.70960031352986;97.80991735537191;98.25506352782547;0;0;0;0
2;NB;4840;20;97.65495867768595;97.64462809917356;98.0506954550023;97.2314049586777;97.6344255758666;0;0;0;0
2;RF;4840;20;97.19008264462809;97.10743801652893;96.85021807363424;97.39669421487604;97.11800317888017;0;0;0;0
2;SVM;4840;20;98.60537190082644;98.53305785123968;98.79689500489417;98.26446280991736;98.5288267736516;0;0;0;0
2;XGB;4840;20;97.07644628099175;97.06611570247934;97.00117967712758;97.14876033057851;97.07070412637171;0;0;0;0
2;DT;6050;16;97.23553719008265;96.80991735537191;96.70430472232593;96.92561983471074;96.80780711372111;0;0;0;0
2;DUM;6050;16;50.45454545454545;50.66115702479339;50.67340067340067;49.75206611570248;50.20850708924104;0;0;0;0
2;KNN;6050;16;98.07438016528927;97.30578512396694;97.92769216652069;96.66115702479338;97.28386674502826;0;0;0;0
2;MLP;6050;16;97.55371900826447;97.53719008264463;98.06268892048053;96.99173553719008;97.52053872305312;0;0;0;0
2;NB;6050;16;96.88842975206612;96.87603305785125;97.7790239535691;95.93388429752065;96.84431528489193;0;0;0;0
2;RF;6050;16;95.55785123966942;95.43801652892562;94.18295555027085;96.85950413223141;95.50000749457493;0;0;0;0
2;SVM;6050;16;97.7892561983471;97.78512396694215;98.39359255228692;97.15702479338843;97.76853506417815;0;0;0;0
2;XGB;6050;16;95.47933884297518;95.1900826446281;94.54722198867003;95.93388429752065;95.21755187890012;0;0;0;0
2;DT;8800;11;95.18181818181819;94.75;94.05312598919924;95.56818181818181;94.78927876891328;0;0;0;0
2;DUM;8800;11;51.07954545454545;49.88636363636363;49.88532110091743;49.43181818181818;49.65753424657534;0;0;0;0
2;KNN;8800;11;96.21306818181819;94.86363636363636;96.06309190744892;93.56818181818183;94.79568700350906;0;0;0;0
2;MLP;8800;11;95.03977272727273;94.92045454545455;96.11543089051332;93.63636363636363;94.85517492671879;0;0;0;0
2;NB;8800;11;93.51704545454547;93.49999999999999;95.9758658863615;90.81818181818181;93.31979040801414;0;0;0;0
2;RF;8800;11;93.74147727272728;93.5;92.95810420181286;94.13636363636365;93.54086533890803;0;0;0;0
2;SVM;8800;11;95.52272727272728;95.4659090909091;96.92856051545895;93.9090909090909;95.39397068410135;0;0;0;0
2;XGB;8800;11;93.60511363636365;93.36363636363636;93.04407787301587;93.75;93.38816100209287;0;0;0;0
2;DT;9680;10;94.62551652892562;94.32851239669421;94.15835440456813;94.54545454545455;94.33556007693387;0;0;0;0
2;DUM;9680;10;50.51652892561983;48.91528925619835;48.89589905362776;48.03719008264463;48.4627410109432;0;0;0;0
2;KNN;9680;10;95.76446280991736;94.62809917355372;96.11926251291023;93.01652892561984;94.53966868017945;0;0;0;0
2;MLP;9680;10;94.28202479338843;94.22520661157026;95.53863780992049;92.7892561983471;94.14186957514684;0;0;0;0
2;NB;9680;10;92.7634297520661;92.68595041322314;95.65337823457813;89.44214876033058;92.44087194671414;0;0;0;0
2;RF;9680;10;93.32128099173553;93.17148760330579;92.79659096255799;93.61570247933885;93.2021771108543;0;0;0;0
2;SVM;9680;10;94.90702479338843;94.77272727272728;96.32517514718116;93.09917355371901;94.6831583805685;0;0;0;0
2;XGB;9680;10;93.1379132231405;93.00619834710744;92.79123828265442;93.26446280991735;93.02467491853669;0;0;0;0
3;DT;12;1824;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;12;1824;52.222222222222214;26.666666666666664;20.0;20.0;20.0;4;0;1;5
3;KNN;12;1824;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;12;1824;52.222222222222214;43.33333333333333;36.666666666666664;80.0;49.99999999999999;2;0;0;2
3;NB;12;1824;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;12;1824;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;12;1824;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;12;1824;52.222222222222214;43.33333333333333;6.666666666666666;20.0;10.0;2;0;0;2
3;DT;16;1368;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;16;1368;51.41025641025641;58.33333333333333;40.0;40.0;40.0;3;0;2;5
3;KNN;16;1368;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;16;1368;71.53846153846153;63.33333333333333;63.33333333333333;100.0;73.33333333333333;2;2;2;4
3;NB;16;1368;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;16;1368;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;16;1368;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;16;1368;53.07692307692307;36.666666666666664;13.333333333333332;40.0;20.0;4;0;0;4
3;DT;18;1216;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;18;1216;40.095238095238095;41.666666666666664;20.0;20.0;20.0;4;0;1;5
3;KNN;18;1216;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;18;1216;59.33333333333333;56.666666666666664;56.666666666666664;100.0;70.0;1;0;1;2
3;NB;18;1216;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;18;1216;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;18;1216;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;18;1216;51.333333333333336;43.33333333333333;6.666666666666666;20.0;10.0;2;0;0;2
3;DT;19;1152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;19;1152;50.0;25.0;0.0;0.0;0.0;5;0;0;5
3;KNN;19;1152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;19;1152;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
3;NB;19;1152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;19;1152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;19;1152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;19;1152;100.0;95.0;100.0;90.0;93.33333333333333;1;4;4;5
3;DT;24;912;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;24;912;50.89473684210526;53.0;46.666666666666664;46.666666666666664;46.666666666666664;1;0;0;1
3;KNN;24;912;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;24;912;50.0;50.0;50.0;100.0;66.19047619047619;2;0;0;2
3;NB;24;912;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;24;912;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;24;912;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;24;912;100.0;92.0;80.0;80.0;80.0;1;4;4;5
3;DT;32;684;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;32;684;60.738461538461536;62.85714285714285;61.666666666666664;65.0;62.85714285714285;0;0;0;0
3;KNN;32;684;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;32;684;50.0;50.0;50.0;100.0;66.54545454545453;1;0;0;1
3;NB;32;684;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;32;684;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;32;684;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;32;684;100.0;97.14285714285714;100.0;95.0;97.14285714285714;1;4;4;5
3;DT;36;608;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;36;608;54.23645320197045;60.71428571428571;58.33333333333333;65.0;60.71428571428571;2;0;0;2
3;KNN;36;608;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;36;608;50.0;49.99999999999999;49.99999999999999;100.0;66.42424242424242;2;0;0;2
3;NB;36;608;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;36;608;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;36;608;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;36;608;100.0;97.14285714285714;100.0;95.0;97.14285714285714;1;4;4;5
3;DT;38;576;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;38;576;56.645161290322584;67.85714285714286;66.66666666666666;70.0;67.85714285714286;1;0;0;1
3;KNN;38;576;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;38;576;50.0;50.0;50.0;100.0;66.54545454545453;1;0;0;1
3;NB;38;576;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;38;576;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;38;576;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;38;576;100.0;94.28571428571429;100.0;90.0;93.33333333333333;1;4;4;5
3;DT;48;456;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;48;456;52.09176788124156;47.77777777777778;48.0;42.0;44.666666666666664;1;0;0;1
3;KNN;48;456;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;48;456;50.0;50.0;50.0;100.0;66.59340659340658;1;0;0;1
3;NB;48;456;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;48;456;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;48;456;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;48;456;100.0;98.0;100.0;96.0;97.77777777777779;1;4;4;5
3;DT;57;384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;57;384;50.42553191489362;43.18181818181819;42.0;38.0;39.81818181818182;5;0;0;5
3;KNN;57;384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;57;384;50.0;50.0;50.0;100.0;66.61764705882352;1;0;0;1
3;NB;57;384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;57;384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;57;384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;57;384;100.0;98.33333333333333;100.0;96.66666666666667;98.18181818181817;0;4;4;4
3;DT;64;342;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;64;342;48.44645550527904;45.25641025641026;41.0;41.904761904761905;41.21212121212121;3;0;0;3
3;KNN;64;342;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;64;342;50.0;50.0;50.0;100.0;66.59649122807016;2;0;0;2
3;NB;64;342;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;64;342;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;64;342;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;64;342;100.0;98.33333333333333;100.0;96.66666666666667;98.18181818181817;0;4;4;4
3;DT;72;304;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;72;304;47.58015728977616;42.76190476190476;41.07142857142857;38.21428571428571;39.53296703296703;3;0;0;3
3;KNN;72;304;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;72;304;50.0;50.0;50.0;100.0;66.6403162055336;0;0;0;0
3;NB;72;304;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;72;304;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;72;304;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;72;304;100.0;98.66666666666666;100.0;97.5;98.66666666666666;0;4;4;4
3;DT;76;288;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;76;288;48.6775956284153;52.666666666666664;52.14285714285713;52.14285714285713;52.14285714285713;0;0;0;0
3;KNN;76;288;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;76;288;50.0;50.0;50.0;100.0;66.61396574440053;0;0;0;0
3;NB;76;288;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;76;288;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;76;288;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;76;288;100.0;98.66666666666666;100.0;97.14285714285714;98.46153846153847;0;4;4;4
3;DT;96;228;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;96;228;48.95420369104579;55.105263157894726;54.505050505050505;56.666666666666664;55.43859649122807;2;0;0;2
3;KNN;96;228;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;96;228;49.99999999999999;50.0;50.0;100.0;66.63382594417078;0;0;0;0
3;NB;96;228;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;96;228;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;96;228;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;96;228;100.0;98.94736842105263;100.0;98.0;98.94736842105263;0;4;4;4
3;DT;114;192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;114;192;48.90826564739608;53.55731225296442;52.282051282051285;55.15151515151515;53.386034255599476;2;0;0;2
3;KNN;114;192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;114;192;50.0;50.0;50.0;100.0;66.64425770308124;0;0;0;0
3;NB;114;192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;114;192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;114;192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;114;192;100.0;98.26086956521739;100.0;96.36363636363636;98.0;0;4;4;4
3;DT;128;171;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;128;171;48.62935465448315;62.33846153846154;59.33333333333333;67.43589743589745;62.8893489763055;1;0;0;1
3;KNN;128;171;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;128;171;50.0;50.0;50.0;100.0;66.65718349928876;0;0;0;0
3;NB;128;171;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;128;171;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;128;171;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;128;171;100.0;99.2;100.0;98.46153846153847;99.2;0;4;4;4
3;DT;144;152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;144;152;50.52023988005997;51.47783251231526;50.38461538461539;53.333333333333336;51.61904761904761;2;0;0;2
3;KNN;144;152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;144;152;50.0;50.0;50.0;100.0;66.65257223396758;0;0;0;0
3;NB;144;152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;144;152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;144;152;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;144;152;100.0;98.62068965517241;100.0;97.14285714285714;98.46153846153847;0;4;4;4
3;DT;152;144;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;152;144;48.198076141444254;55.354838709677416;54.45378151260504;59.5;56.75;1;0;0;1
3;KNN;152;144;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;152;144;50.0;50.0;50.0;100.0;66.66049953746531;0;0;0;0
3;NB;152;144;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;152;144;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;152;144;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;152;144;100.0;99.35483870967741;100.0;98.75;99.35483870967741;0;4;4;4
3;DT;171;128;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;171;128;48.406854966677244;52.33613445378152;52.105263157894726;55.94771241830066;53.8562091503268;0;0;0;0
3;KNN;171;128;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;171;128;50.0;50.0;50.0;100.0;66.66182873730043;0;0;0;0
3;NB;171;128;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;171;128;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;171;128;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;171;128;100.0;98.82352941176471;100.0;97.64705882352942;98.75;0;4;4;4
3;DT;192;114;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;192;114;51.038112214582796;51.06612685560054;50.95238095238095;54.26315789473684;52.47368421052632;0;0;0;0
3;KNN;192;114;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;192;114;50.0;50.0;50.0;100.0;66.66277030976036;0;0;0;0
3;NB;192;114;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;192;114;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;192;114;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;192;114;100.0;99.47368421052632;100.0;98.94736842105263;99.45945945945945;0;4;4;4
3;DT;228;96;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;228;96;49.56104005284333;49.55555555555556;49.473684210526315;53.55731225296442;51.24149659863944;0;0;0;0
3;KNN;228;96;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;228;96;50.0;50.0;50.0;100.0;66.66374012291483;0;0;0;0
3;NB;228;96;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;228;96;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;228;96;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;228;96;100.0;99.11111111111111;100.0;98.18181818181817;99.04761904761905;0;4;4;4
3;DT;288;76;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;288;76;48.348202522115564;48.28191167574107;48.39408866995073;49.28571428571429;48.825453464168895;0;0;0;0
3;KNN;288;76;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;288;76;50.0;50.0;50.0;100.0;66.66484268125853;0;0;0;0
3;NB;288;76;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;288;76;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;288;76;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;288;76;100.0;99.65517241379311;100.0;99.3103448275862;99.64912280701755;0;4;4;4
3;DT;304;72;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;304;72;49.67145652027256;49.98907103825137;50.19751082251082;50.68817204301075;50.33386272314648;0;0;0;0
3;KNN;304;72;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;304;72;50.0;50.0;50.0;100.0;66.66348144609015;0;0;0;0
3;NB;304;72;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;304;72;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;304;72;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;304;72;100.0;99.66666666666666;100.0;99.33333333333334;99.66101694915254;0;4;4;4
3;DT;342;64;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;342;64;47.29900270046255;49.4075021312873;49.51176983435048;52.08403361344538;50.67506046379285;0;0;0;0
3;KNN;342;64;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;342;64;50.0;50.0;50.0;100.0;66.66542195668409;0;0;0;0
