experiment;model;window;samples_summarized;accuracy_train;accuracy_test;presicion;recall;f1_score;train_acc_ten_above;train_test_hundred;f1_hundred;invalid_window
3;NB;342;64;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;342;64;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;342;64;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;342;64;100.0;99.42028985507247;100.0;98.82352941176471;99.39393939393939;0;4;4;4
3;DT;384;57;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;384;57;48.83159186090783;49.99316473000683;50.12162162162163;50.51282051282051;50.2834008097166;0;0;0;0
3;KNN;384;57;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;384;57;50.0;49.99999999999999;49.99999999999999;100.0;66.6646676661669;0;0;0;0
3;NB;384;57;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;384;57;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;384;57;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;384;57;100.0;99.74025974025975;100.0;99.47368421052632;99.73333333333333;0;4;4;4
3;DT;456;48;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;DUM;456;48;48.90139996989312;49.787386526516954;50.06802721088435;50.44444444444444;50.16776952051308;0;0;0;0
3;KNN;456;48;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;456;48;50.0;50.0;50.0;100.0;66.66523543724058;0;0;0;0
3;NB;456;48;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;RF;456;48;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;SVM;456;48;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;456;48;100.0;99.78260869565217;100.0;99.56521739130434;99.78021978021978;0;4;4;4
3;DT;576;38;99.91313779119116;99.47826086956522;99.66101694915254;99.30429522081064;99.47815563513909;0;0;2;2
3;DUM;576;38;49.60888427803452;49.82458770614693;49.75106253794779;50.3750756200847;50.00854579119784;0;0;0;0
3;KNN;576;38;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;576;38;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;NB;576;38;100.0;99.82608695652173;99.66101694915254;100.0;99.82905982905984;0;4;4;4
3;RF;576;38;100.0;99.82608695652173;99.66101694915254;100.0;99.82905982905984;0;4;4;4
3;SVM;576;38;100.0;99.82608695652173;99.66101694915254;100.0;99.82905982905984;0;4;4;4
3;XGB;576;38;100.0;99.65217391304347;100.0;99.30429522081064;99.64909580607926;0;3;3;3
3;DT;608;36;99.83547544806956;99.66942148760332;99.35483870967741;100.0;99.67213114754098;0;0;4;4
3;DUM;608;36;48.92995665069587;47.867497629047556;47.92782941498086;48.3551912568306;48.13421298147408;0;0;0;0
3;KNN;608;36;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;MLP;608;36;99.83547544806956;99.83471074380165;100.0;99.67213114754098;99.83471074380165;0;0;4;4
3;NB;608;36;100.0;99.83471074380165;99.67213114754098;100.0;99.83471074380165;0;4;4;4
3;RF;608;36;99.95884773662551;99.83471074380165;99.67213114754098;100.0;99.83471074380165;0;3;4;4
3;SVM;608;36;100.0;100.0;100.0;100.0;100.0;0;5;5;5
3;XGB;608;36;99.83547544806956;99.50548706137381;99.67213114754098;99.34426229508196;99.50413223140497;0;0;2;2
3;DT;684;32;100.0;99.70695577501074;99.71014492753622;99.71014492753622;99.70802919708028;0;3;3;3
3;DUM;684;32;49.74439210557921;49.41391155002147;49.534188034188034;50.00426257459506;49.727078891257996;0;0;0;0
3;KNN;684;32;99.85381443574109;99.85401459854015;100.0;99.71014492753622;99.85401459854015;0;0;4;4
3;MLP;684;32;99.85381443574109;99.85401459854015;100.0;99.71014492753622;99.85401459854015;0;0;4;4
3;NB;684;32;99.85381443574109;99.85401459854015;100.0;99.71014492753622;99.85401459854015;0;0;4;4
3;RF;684;32;99.85381443574109;99.70802919708028;100.0;99.41602728047741;99.705866450392;0;0;3;3
3;SVM;684;32;99.85381443574109;99.85401459854015;100.0;99.71014492753622;99.85401459854015;0;0;4;4
3;XGB;684;32;99.96343692870201;99.85401459854015;100.0;99.71014492753622;99.85401459854015;0;3;4;4
3;DT;912;24;99.61621286431027;99.01218999579655;98.94050343249428;99.1256569517439;99.0186004136295;0;0;1;1
3;DUM;912;24;50.87667474679144;49.77961928781601;49.82018700551426;51.76301958910655;50.73870427922544;0;0;0;0
3;KNN;912;24;99.97256515775034;100.0;100.0;100.0;100.0;0;4;5;5
3;MLP;912;24;99.6162128643103;99.5616405452471;100.0;99.12326803631152;99.55799092272238;0;0;2;2
3;NB;912;24;99.97260273972603;100.0;100.0;100.0;100.0;0;4;5;5
3;RF;912;24;99.7533119116072;99.34186032546688;98.94284097340125;99.78021978021978;99.35128712744111;0;0;2;2
3;SVM;912;24;99.89037337692841;99.89071038251366;100.0;99.78021978021978;99.88950276243094;0;0;4;4
3;XGB;912;24;99.5339083375613;99.231369723173;99.15789473684211;99.34304825609173;99.23838063340972;0;0;2;2
3;DT;1152;19;99.65273999543078;99.04498400150575;99.49152542372882;98.61319340329835;99.03916199133536;0;0;1;1
3;DUM;1152;19;50.672474745690465;48.521362695275734;48.53973013493253;48.77811094452774;48.658008658008654;0;0;0;0
3;KNN;1152;19;99.50084907237958;99.4790137398833;100.0;98.95952023988006;99.47443353136352;0;0;2;2
3;MLP;1152;19;99.28385867478762;99.21852060982496;99.82608695652173;98.61319340329835;99.21242479773906;0;0;1;1
3;NB;1152;19;99.73957854920498;99.73950686994165;99.48275862068965;100.0;99.74025974025975;0;0;2;2
3;RF;1152;19;99.3271955174631;98.61095426312818;97.96455566146494;99.3088455772114;98.62135881557113;0;0;0;0
3;SVM;1152;19;99.60933249485963;99.4790137398833;100.0;98.95952023988006;99.47443353136352;0;0;2;2
3;XGB;1152;19;99.17528104178002;98.6979107848673;98.13254858807855;99.3088455772114;98.70644614203776;0;0;0;0
3;DT;1216;18;99.44493082782452;99.09532483302976;100.0;98.19401165153774;99.08153786971374;0;0;1;1
3;DUM;1216;18;50.47320873459962;50.00067462726844;49.99593551009349;49.99593551009349;49.99593551009349;0;0;0;0
3;KNN;1216;18;99.6505018207656;99.58915199352359;100.0;99.17897303888363;99.5864339357361;0;0;2;2
3;MLP;1216;18;99.46548581240828;99.34223841327668;99.8360655737705;98.84974935645576;99.3381457674387;0;0;0;0
3;NB;1216;18;99.38322357986627;99.34223841327668;99.35083977605971;99.34290746511313;99.34221900167067;0;0;1;1
3;RF;1216;18;98.99263657856784;98.76711866693653;98.5405192761605;99.01503861265412;98.77147614010389;0;0;0;0
3;SVM;1216;18;99.67107795245285;99.67145652027256;100.0;99.34290746511313;99.66941866518547;0;0;2;2
3;XGB;1216;18;98.807599423107;98.76711866693653;98.5405192761605;99.01503861265412;98.77147614010389;0;0;0;0
3;DT;1368;16;99.41519120482833;99.04922328279993;99.55875990889542;98.5369257191928;99.04273517364466;0;0;0;0
3;DUM;1368;16;51.4625395473859;47.4455228469827;47.2856221792392;46.34177758694719;46.80015982775007;4;0;0;4
3;KNN;1368;16;99.63446945981818;99.34172883077993;99.85507246376811;98.8288965221125;99.33684667981629;0;0;0;0
3;MLP;1368;16;99.15933318307414;99.04922328279993;99.84962406015038;98.24388149420352;99.03947285376304;0;0;0;0
3;NB;1368;16;99.19587955890577;99.12248335606;99.13129406351912;99.12194074710177;99.12242497174601;0;0;0;0
3;RF;1368;16;99.03139582446387;98.90323788134006;98.7038410679324;99.12194074710176;98.9079457869325;0;0;0;0
3;SVM;1368;16;99.54306178157321;99.41445415897971;100.0;98.8288965221125;99.4084906353109;0;0;2;2
3;XGB;1368;16;98.92177339243528;98.68372503408999;98.55877102829015;98.82782310004293;98.68540052555412;0;0;0;0
3;DT;1824;12;98.58826180438845;98.35496010838476;99.43815271357644;97.25695069957365;98.33328973519157;0;0;0;0
3;DUM;1824;12;49.95892288769752;49.120578052084895;48.94240019240019;48.77619648111452;48.84603832522376;3;0;0;3
3;KNN;1824;12;99.17761273906879;98.84856239650762;99.5555486966333;98.13547108629076;98.84022551491537;0;0;0;0
3;MLP;1824;12;98.64307510304488;98.68402830046666;99.2252574058397;98.13607157869453;98.67644062040077;0;0;0;0
3;NB;1824;12;98.57454439614297;98.57428872497366;98.5778755732048;98.5750315258512;98.5734837847757;0;0;0;0
3;RF;1824;12;98.47860703991287;98.46469968387777;98.89315204824943;98.02678196120819;98.45697579076219;0;0;0;0
3;SVM;1824;12;98.62936708385364;98.6290832455216;99.66416269503097;97.58722152164775;98.61432075387964;0;0;0;0
3;XGB;1824;12;98.25929751096172;98.13563149179588;98.66848771052604;97.58782201405151;98.12487606584588;0;0;0;0
4;DT;10;524000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;10;524000;47.91666666666667;41.66666666666667;40.0;33.33333333333333;36.36363636363637;5;0;0;5
4;KNN;10;524000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;10;524000;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;NB;10;524000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;10;524000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;XGB;10;524000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;16;327500;50.51948051948051;47.89473684210526;18.94736842105263;40.0;25.714285714285715;0;0;0;0
4;DUM;16;327500;48.95420369104579;55.105263157894726;54.505050505050505;56.666666666666664;55.43859649122807;2;0;0;2
4;KNN;16;327500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;16;327500;49.99999999999999;50.0;50.0;100.0;66.63382594417078;0;0;0;0
4;NB;16;327500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;16;327500;50.51948051948051;47.89473684210526;28.94736842105263;60.0;39.04761904761905;0;0;0;0
4;XGB;16;327500;50.51948051948051;47.89473684210526;18.94736842105263;40.0;25.714285714285715;0;0;0;0
4;DT;20;262000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;20;262000;45.83333333333333;66.66666666666666;64.28571428571429;75.0;69.23076923076923;0;0;0;0
4;KNN;20;262000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;20;262000;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;NB;20;262000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;20;262000;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;20;262000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;25;209600;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;25;209600;48.333333333333336;60.0;58.82352941176471;66.66666666666666;62.5;0;0;0;0
4;KNN;25;209600;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;25;209600;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;NB;25;209600;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;25;209600;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;25;209600;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;32;163750;50.130718954248366;49.48717948717949;9.743589743589745;20.0;13.10344827586207;0;0;0;0
4;DUM;32;163750;51.038112214582796;51.06612685560054;50.95238095238095;54.26315789473684;52.47368421052632;0;0;0;0
4;KNN;32;163750;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;32;163750;50.0;50.0;50.0;100.0;66.66277030976036;0;0;0;0
4;NB;32;163750;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;32;163750;50.130718954248366;49.48717948717949;39.743589743589745;80.0;53.10344827586207;0;0;0;0
4;XGB;32;163750;50.130718954248366;49.48717948717949;9.743589743589745;20.0;13.10344827586207;0;0;0;0
4;DT;40;131000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;40;131000;50.0;47.91666666666667;48.14814814814815;54.16666666666665;50.98039215686274;0;0;0;0
4;KNN;40;131000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;40;131000;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;NB;40;131000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;40;131000;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;40;131000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;50;104800;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;50;104800;48.75;46.66666666666666;46.875;50.0;48.38709677419355;0;0;0;0
4;KNN;50;104800;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;50;104800;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;50;104800;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;50;104800;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;50;104800;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;64;81875;50.13029315960912;49.480519480519476;19.740259740259738;40.0;26.43478260869565;0;0;0;0
4;DUM;64;81875;48.83159186090783;49.99316473000683;50.12162162162163;50.51282051282051;50.2834008097166;0;0;0;0
4;KNN;64;81875;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;64;81875;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;64;81875;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;64;81875;50.13029315960912;49.480519480519476;29.740259740259738;60.0;39.768115942028984;0;0;0;0
4;XGB;64;81875;50.13029315960912;49.480519480519476;19.740259740259738;40.0;26.43478260869565;0;0;0;0
4;DT;80;65500;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;80;65500;46.61458333333333;45.83333333333333;46.0;47.91666666666667;46.93877551020408;0;0;0;0
4;KNN;80;65500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;80;65500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;80;65500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;80;65500;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;80;65500;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;100;52400;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;100;52400;47.91666666666667;48.333333333333336;48.38709677419355;50.0;49.18032786885246;0;0;0;0
4;KNN;100;52400;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;100;52400;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;100;52400;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;100;52400;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;100;52400;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;125;41920;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DUM;125;41920;50.0;50.0;50.0;53.333333333333336;51.61290322580645;0;0;0;0
4;KNN;125;41920;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;125;41920;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;125;41920;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;125;41920;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;125;41920;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;131;40000;50.06359300476947;49.745222929936304;19.872611464968152;40.0;26.5531914893617;0;0;0;0
4;DUM;131;40000;50.127489797778296;49.745222929936304;49.72602739726027;50.399221032132424;49.99485762805104;0;0;0;0
4;KNN;131;40000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;131;40000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;131;40000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;131;40000;50.0;50.0;50.0;100.0;66.66618583964419;0;0;0;0
4;XGB;131;40000;50.06359300476947;49.745222929936304;19.872611464968152;40.0;26.5531914893617;0;0;0;0
4;DT;160;32750;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;160;32750;50.65104166666666;50.0;50.0;52.083333333333336;51.02040816326531;0;0;0;0
4;KNN;160;32750;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;160;32750;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;160;32750;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;160;32750;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;160;32750;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;200;26200;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;200;26200;51.66666666666667;48.75;48.7603305785124;49.16666666666666;48.96265560165975;0;0;0;0
4;KNN;200;26200;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;200;26200;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;200;26200;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;200;26200;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;200;26200;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;250;20960;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;250;20960;51.0;44.66666666666666;44.44444444444444;42.66666666666667;43.53741496598639;5;0;0;5
4;KNN;250;20960;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;250;20960;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;250;20960;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;250;20960;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;XGB;250;20960;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;262;20000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;262;20000;50.302079420428434;46.624001617632196;46.35151515151515;45.276142868660806;45.790582991296986;4;0;0;4
4;KNN;262;20000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;262;20000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;262;20000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;262;20000;50.01591089896579;49.93650793650794;9.968253968253968;20.0;13.305084745762713;0;0;0;0
4;XGB;262;20000;50.01591089896579;49.93650793650794;9.968253968253968;20.0;13.305084745762713;0;0;0;0
4;DT;320;16375;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;320;16375;50.1953125;46.61458333333333;46.524064171122994;45.3125;45.91029023746702;0;0;0;0
4;KNN;320;16375;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;320;16375;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;320;16375;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;320;16375;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;XGB;320;16375;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;400;13100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;400;13100;49.270833333333336;47.91666666666667;47.8448275862069;46.25;47.03389830508475;0;0;0;0
4;KNN;400;13100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;400;13100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;400;13100;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;400;13100;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;XGB;400;13100;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;500;10480;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;500;10480;50.33333333333333;50.0;50.0;48.0;48.97959183673469;0;0;0;0
4;KNN;500;10480;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;500;10480;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;500;10480;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;500;10480;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
4;XGB;500;10480;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;524;10000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;524;10000;50.039751949353175;50.25467580731724;50.27943368255105;49.999797795976136;50.13297309189916;0;0;0;0
4;KNN;524;10000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;524;10000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;524;10000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;524;10000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;524;10000;50.015904572564615;49.93640699523053;19.968203497615264;40.0;26.638388123011662;0;0;0;0
4;DT;625;8384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;625;8384;50.1;50.8;50.80645161290322;50.4;50.60240963855421;0;0;0;0
4;KNN;625;8384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;625;8384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;625;8384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;625;8384;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;625;8384;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;655;8000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;655;8000;50.09541984732825;50.76335877862596;50.77319587628865;50.12722646310432;50.44814340588989;0;0;0;0
4;KNN;655;8000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;655;8000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;655;8000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;655;8000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;655;8000;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;800;6550;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;800;6550;50.520833333333336;51.66666666666667;51.66666666666667;51.66666666666667;51.66666666666667;0;0;0;0
4;KNN;800;6550;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;800;6550;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;800;6550;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;800;6550;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;800;6550;50.0;50.0;0.0;0.0;0.0;0;0;0;0
4;DT;1000;5240;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;1000;5240;50.60416666666666;51.0;51.02040816326531;50.0;50.505050505050505;0;0;0;0
4;KNN;1000;5240;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;1000;5240;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;1000;5240;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;1000;5240;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;1000;5240;100.0;99.98333333333333;100.0;99.96666666666667;99.98331943286072;0;4;4;4
4;DT;1048;5000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;1048;5000;50.34194910046775;50.27025762249685;50.27705413776277;49.84091622532986;50.05639891282867;0;0;0;0
4;KNN;1048;5000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;1048;5000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;1048;5000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;1048;5000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;1048;5000;100.0;99.95226730310262;100.0;99.90455986147256;99.95221661126195;0;3;3;3
4;DT;1250;4192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;1250;4192;50.61666666666667;49.8;49.797570850202426;49.2;49.49698189134809;0;0;0;0
4;KNN;1250;4192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;1250;4192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;1250;4192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;1250;4192;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;1250;4192;100.0;99.98666666666666;100.0;99.97333333333333;99.9866577718479;0;4;4;4
4;DT;1310;4000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;1310;4000;50.65203562340968;50.06361323155216;50.06435006435006;49.4910941475827;49.776071657069735;0;0;0;0
4;KNN;1310;4000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;1310;4000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;1310;4000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;1310;4000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;1310;4000;100.0;99.97455470737914;100.0;99.94910941475828;99.97452229299363;0;4;4;4
4;DT;1600;3275;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;1600;3275;50.598958333333336;49.270833333333336;49.2600422832981;48.54166666666666;48.89821615949633;0;0;0;0
4;KNN;1600;3275;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;1600;3275;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;1600;3275;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;1600;3275;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;1600;3275;99.98697916666669;99.97916666666666;100.0;99.95833333333334;99.97914494264859;0;0;4;4
4;DT;2000;2620;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;2000;2620;50.82291666666666;50.33333333333333;50.33783783783784;49.66666666666666;50.0;0;0;0;0
4;KNN;2000;2620;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;2000;2620;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;2000;2620;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;2000;2620;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;2000;2620;99.99583333333332;99.98333333333333;100.0;99.96666666666667;99.98332638599416;0;3;3;3
4;DT;2096;2500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;2096;2500;50.15109304416025;50.007942804223944;50.009512388874555;49.888573116145764;49.94744522428183;0;0;0;0
4;KNN;2096;2500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;2096;2500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;2096;2500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;2096;2500;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;2096;2500;99.98807255858546;99.98409542743539;100.0;99.96819084984183;99.98408909851673;0;1;3;3
4;DT;2500;2096;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;2500;2096;50.458333333333336;50.1;50.1010101010101;49.6;49.84924623115578;0;0;0;0
4;KNN;2500;2096;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;2500;2096;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;2500;2096;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;2500;2096;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;XGB;2500;2096;99.98333333333332;99.98;100.0;99.96;99.97999333111036;0;0;2;2
4;DT;2620;2000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;DUM;2620;2000;50.38167938931297;50.09541984732825;50.09633911368015;49.61832061068702;49.856184084372;0;0;0;0
4;KNN;2620;2000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;MLP;2620;2000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;NB;2620;2000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
4;RF;2620;2000;100.0;100.0;100.0;100.0;100.0;0;5;5;5
