index;experiment;model;window;samples_summarized;accuracy_train;accuracy_test;presicion;recall;f1_score;train_acc_ten_above;train_test_hundred;f1_hundred;invalid_window
794;3;MLP;342;64;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
770;3;NB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
771;3;NB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
772;3;NB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
773;3;NB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
774;3;NB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
785;3;RF;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
786;3;RF;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
787;3;RF;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
788;3;RF;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
789;3;RF;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
795;3;SVM;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
796;3;SVM;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
797;3;SVM;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
798;3;SVM;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
799;3;SVM;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
780;3;XGB;342;64;100.0;97.10144927536231;100.0;94.11764705882352;96.96969696969695;0;0;0;0
781;3;XGB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
782;3;XGB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
783;3;XGB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
784;3;XGB;342;64;100.0;100.0;100.0;100.0;100.0;0;1;1;1
845;3;DT;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
846;3;DT;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
847;3;DT;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
848;3;DT;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
849;3;DT;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
840;3;DUM;384;57;43.97394136807817;48.05194805194805;47.5;50.0;48.71794871794872;0;0;0;0
841;3;DUM;384;57;43.97394136807817;48.05194805194805;47.5;50.0;48.71794871794872;0;0;0;0
842;3;DUM;384;57;56.35179153094463;53.24675324675325;54.054054054054056;51.28205128205128;52.63157894736842;0;0;0;0
843;3;DUM;384;57;56.35179153094463;53.24675324675325;54.054054054054056;51.28205128205128;52.63157894736842;0;0;0;0
844;3;DUM;384;57;43.50649350649351;47.368421052631575;47.5;50.0;48.71794871794872;0;0;0;0
855;3;KNN;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
856;3;KNN;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
857;3;KNN;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
858;3;KNN;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
859;3;KNN;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
870;3;MLP;384;57;50.1628664495114;49.35064935064935;49.35064935064935;100.0;66.08695652173913;0;0;0;0
871;3;MLP;384;57;50.1628664495114;49.35064935064935;49.35064935064935;100.0;66.08695652173913;0;0;0;0
872;3;MLP;384;57;49.8371335504886;50.64935064935064;50.64935064935064;100.0;67.24137931034483;0;0;0;0
873;3;MLP;384;57;49.8371335504886;50.64935064935064;50.64935064935064;100.0;67.24137931034483;0;0;0;0
874;3;MLP;384;57;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
850;3;NB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
851;3;NB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
852;3;NB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
853;3;NB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
854;3;NB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
865;3;RF;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
866;3;RF;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
867;3;RF;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
868;3;RF;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
869;3;RF;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
875;3;SVM;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
876;3;SVM;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
877;3;SVM;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
878;3;SVM;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
879;3;SVM;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
860;3;XGB;384;57;100.0;98.7012987012987;100.0;97.36842105263158;98.66666666666669;0;0;0;0
861;3;XGB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
862;3;XGB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
863;3;XGB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
864;3;XGB;384;57;100.0;100.0;100.0;100.0;100.0;0;1;1;1
925;3;DT;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
926;3;DT;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
927;3;DT;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
928;3;DT;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
929;3;DT;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
920;3;DUM;456;48;45.05494505494506;46.73913043478261;46.93877551020408;50.0;48.42105263157895;0;0;0;0
921;3;DUM;456;48;44.93150684931507;47.25274725274725;46.93877551020408;51.11111111111111;48.93617021276596;0;0;0;0
922;3;DUM;456;48;44.93150684931507;47.25274725274725;46.93877551020408;51.11111111111111;48.93617021276596;0;0;0;0
923;3;DUM;456;48;54.7945205479452;53.84615384615385;54.761904761904766;50.0;52.27272727272727;0;0;0;0
924;3;DUM;456;48;54.7945205479452;53.84615384615385;54.761904761904766;50.0;52.27272727272727;0;0;0;0
935;3;KNN;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
936;3;KNN;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
937;3;KNN;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
938;3;KNN;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
939;3;KNN;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
950;3;MLP;456;48;50.0;50.0;50.0;100.0;66.66666666666666;0;0;0;0
951;3;MLP;456;48;50.136986301369866;49.45054945054945;49.45054945054945;100.0;66.17647058823529;0;0;0;0
952;3;MLP;456;48;50.136986301369866;49.45054945054945;49.45054945054945;100.0;66.17647058823529;0;0;0;0
953;3;MLP;456;48;49.86301369863014;50.54945054945055;50.54945054945055;100.0;67.15328467153284;0;0;0;0
954;3;MLP;456;48;49.86301369863014;50.54945054945055;50.54945054945055;100.0;67.15328467153284;0;0;0;0
930;3;NB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
931;3;NB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
932;3;NB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
933;3;NB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
934;3;NB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
945;3;RF;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
946;3;RF;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
947;3;RF;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
948;3;RF;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
949;3;RF;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
955;3;SVM;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
956;3;SVM;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
957;3;SVM;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
958;3;SVM;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
959;3;SVM;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
940;3;XGB;456;48;100.0;98.91304347826086;100.0;97.82608695652172;98.9010989010989;0;0;0;0
941;3;XGB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
942;3;XGB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
943;3;XGB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
944;3;XGB;456;48;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1005;3;DT;576;38;99.78260869565216;100.0;100.0;100.0;100.0;0;0;1;1
1006;3;DT;576;38;99.78308026030368;100.0;100.0;100.0;100.0;0;0;1;1
1007;3;DT;576;38;100.0;99.1304347826087;100.0;98.24561403508773;99.1150442477876;0;0;0;0
1008;3;DT;576;38;100.0;99.1304347826087;100.0;98.27586206896552;99.1304347826087;0;0;0;0
1009;3;DT;576;38;100.0;99.1304347826087;98.30508474576273;100.0;99.14529914529916;0;0;0;0
1000;3;DUM;576;38;48.47826086956522;50.86206896551724;50.81967213114754;53.44827586206896;52.10084033613446;0;0;0;0
1001;3;DUM;576;38;48.590021691973966;51.30434782608696;50.81967213114754;54.38596491228071;52.54237288135594;0;0;0;0
1002;3;DUM;576;38;48.590021691973966;51.30434782608696;50.81967213114754;54.38596491228071;52.54237288135594;0;0;0;0
1003;3;DUM;576;38;51.19305856832972;47.82608695652174;48.14814814814815;44.82758620689656;46.42857142857143;0;0;0;0
1004;3;DUM;576;38;51.19305856832972;47.82608695652174;48.14814814814815;44.82758620689656;46.42857142857143;0;0;0;0
1015;3;KNN;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1016;3;KNN;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1017;3;KNN;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1018;3;KNN;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1019;3;KNN;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1030;3;MLP;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1031;3;MLP;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1032;3;MLP;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1033;3;MLP;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1034;3;MLP;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1010;3;NB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1011;3;NB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1012;3;NB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1013;3;NB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1014;3;NB;576;38;100.0;99.1304347826087;98.30508474576273;100.0;99.14529914529916;0;0;0;0
1025;3;RF;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1026;3;RF;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1027;3;RF;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1028;3;RF;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1029;3;RF;576;38;100.0;99.1304347826087;98.30508474576273;100.0;99.14529914529916;0;0;0;0
1035;3;SVM;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1036;3;SVM;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1037;3;SVM;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1038;3;SVM;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1039;3;SVM;576;38;100.0;99.1304347826087;98.30508474576273;100.0;99.14529914529916;0;0;0;0
1020;3;XGB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1021;3;XGB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1022;3;XGB;576;38;100.0;99.1304347826087;100.0;98.24561403508773;99.1150442477876;0;0;0;0
1023;3;XGB;576;38;100.0;99.1304347826087;100.0;98.27586206896552;99.1304347826087;0;0;0;0
1024;3;XGB;576;38;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1085;3;DT;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1086;3;DT;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1087;3;DT;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1088;3;DT;608;36;100.0;98.34710743801654;96.7741935483871;100.0;98.36065573770492;0;0;0;0
1089;3;DT;608;36;99.7946611909651;100.0;100.0;100.0;100.0;0;0;1;1
1080;3;DUM;608;36;48.14814814814815;46.72131147540984;46.774193548387096;47.540983606557376;47.15447154471545;0;0;0;0
1081;3;DUM;608;36;48.14814814814815;46.72131147540984;46.774193548387096;47.540983606557376;47.15447154471545;0;0;0;0
1082;3;DUM;608;36;48.14814814814815;46.72131147540984;46.774193548387096;47.540983606557376;47.15447154471545;0;0;0;0
1083;3;DUM;608;36;48.25462012320328;47.10743801652893;46.774193548387096;48.333333333333336;47.540983606557376;0;0;0;0
1084;3;DUM;608;36;51.95071868583162;52.066115702479344;52.54237288135594;50.81967213114754;51.66666666666667;0;0;0;0
1095;3;KNN;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1096;3;KNN;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1097;3;KNN;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1098;3;KNN;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1099;3;KNN;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1110;3;MLP;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1111;3;MLP;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1112;3;MLP;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1113;3;MLP;608;36;99.7946611909651;100.0;100.0;100.0;100.0;0;0;1;1
1114;3;MLP;608;36;100.0;99.17355371900828;100.0;98.36065573770492;99.17355371900828;0;0;0;0
1090;3;NB;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1091;3;NB;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1092;3;NB;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1093;3;NB;608;36;100.0;99.17355371900828;98.36065573770492;100.0;99.17355371900828;0;0;0;0
1094;3;NB;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1105;3;RF;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1106;3;RF;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1107;3;RF;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1108;3;RF;608;36;100.0;99.17355371900828;98.36065573770492;100.0;99.17355371900828;0;0;0;0
1109;3;RF;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1115;3;SVM;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1116;3;SVM;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1117;3;SVM;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1118;3;SVM;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1119;3;SVM;608;36;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1100;3;XGB;608;36;99.79423868312756;99.18032786885246;100.0;98.36065573770492;99.17355371900828;0;0;0;0
1101;3;XGB;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1102;3;XGB;608;36;99.79423868312756;100.0;100.0;100.0;100.0;0;0;1;1
1103;3;XGB;608;36;100.0;99.17355371900828;98.36065573770492;100.0;99.17355371900828;0;0;0;0
1104;3;XGB;608;36;99.7946611909651;99.17355371900828;100.0;98.36065573770492;99.17355371900828;0;0;0;0
1165;3;DT;684;32;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1166;3;DT;684;32;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1167;3;DT;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1168;3;DT;684;32;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1169;3;DT;684;32;100.0;99.26470588235294;98.55072463768116;100.0;99.27007299270072;0;0;0;0
1160;3;DUM;684;32;48.9945155393053;47.44525547445255;47.22222222222222;50.0;48.57142857142857;0;0;0;0
1161;3;DUM;684;32;48.9945155393053;47.44525547445255;47.22222222222222;50.0;48.57142857142857;0;0;0;0
1162;3;DUM;684;32;50.82266910420476;51.82481751824818;52.30769230769232;49.275362318840585;50.74626865671642;0;0;0;0
1163;3;DUM;684;32;50.82266910420476;51.82481751824818;52.30769230769232;49.275362318840585;50.74626865671642;0;0;0;0
1164;3;DUM;684;32;49.08759124087591;48.52941176470589;48.61111111111111;51.47058823529412;50.0;0;0;0;0
1175;3;KNN;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1176;3;KNN;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1177;3;KNN;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1178;3;KNN;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1179;3;KNN;684;32;99.8175182481752;100.0;100.0;100.0;100.0;0;0;1;1
1190;3;MLP;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1191;3;MLP;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1192;3;MLP;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1193;3;MLP;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1194;3;MLP;684;32;99.8175182481752;100.0;100.0;100.0;100.0;0;0;1;1
1170;3;NB;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1171;3;NB;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1172;3;NB;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1173;3;NB;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1174;3;NB;684;32;99.8175182481752;100.0;100.0;100.0;100.0;0;0;1;1
1185;3;RF;684;32;99.81718464351006;99.27007299270072;100.0;98.52941176470588;99.25925925925924;0;0;0;0
1186;3;RF;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1187;3;RF;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1188;3;RF;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1189;3;RF;684;32;99.8175182481752;100.0;100.0;100.0;100.0;0;0;1;1
1195;3;SVM;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1196;3;SVM;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1197;3;SVM;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1198;3;SVM;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1199;3;SVM;684;32;99.8175182481752;100.0;100.0;100.0;100.0;0;0;1;1
1180;3;XGB;684;32;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1181;3;XGB;684;32;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1182;3;XGB;684;32;100.0;99.27007299270072;100.0;98.55072463768116;99.27007299270072;0;0;0;0
1183;3;XGB;684;32;99.81718464351006;100.0;100.0;100.0;100.0;0;0;1;1
1184;3;XGB;684;32;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1285;3;DT;912;24;99.58847736625516;100.0;100.0;100.0;100.0;0;0;1;1
1286;3;DT;912;24;99.58847736625516;98.90710382513662;100.0;97.82608695652172;98.9010989010989;0;0;0;0
1287;3;DT;912;24;99.5890410958904;97.8021978021978;95.78947368421052;100.0;97.8494623655914;0;0;0;0
1288;3;DT;912;24;99.72602739726028;98.9010989010989;100.0;97.8021978021978;98.88888888888889;0;0;0;0
1289;3;DT;912;24;99.5890410958904;99.45054945054946;98.91304347826086;100.0;99.4535519125683;0;0;0;0
1280;3;DUM;912;24;51.30315500685872;49.72677595628415;49.48453608247423;52.74725274725275;51.06382978723404;0;0;0;0
1281;3;DUM;912;24;48.55967078189301;50.81967213114754;51.16279069767442;47.82608695652174;49.43820224719101;0;0;0;0
1282;3;DUM;912;24;51.50684931506849;49.45054945054945;49.48453608247423;52.74725274725275;51.06382978723404;0;0;0;0
1283;3;DUM;912;24;51.50684931506849;49.45054945054945;49.48453608247423;52.74725274725275;51.06382978723404;0;0;0;0
1284;3;DUM;912;24;51.50684931506849;49.45054945054945;49.48453608247423;52.74725274725275;51.06382978723404;0;0;0;0
1295;3;KNN;912;24;99.86282578875172;100.0;100.0;100.0;100.0;0;0;1;1
1296;3;KNN;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1297;3;KNN;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1298;3;KNN;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1299;3;KNN;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1310;3;MLP;912;24;99.58847736625516;99.4535519125683;100.0;98.9010989010989;99.4475138121547;0;0;0;0
1311;3;MLP;912;24;99.58847736625516;99.4535519125683;100.0;98.91304347826086;99.4535519125683;0;0;0;0
1312;3;MLP;912;24;99.72602739726028;100.0;100.0;100.0;100.0;0;0;1;1
1313;3;MLP;912;24;99.72602739726028;98.9010989010989;100.0;97.8021978021978;98.88888888888889;0;0;0;0
1314;3;MLP;912;24;99.45205479452056;100.0;100.0;100.0;100.0;0;0;1;1
1290;3;NB;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1291;3;NB;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1292;3;NB;912;24;99.86301369863013;100.0;100.0;100.0;100.0;0;0;1;1
1293;3;NB;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1294;3;NB;912;24;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1305;3;RF;912;24;99.72565157750344;99.4535519125683;100.0;98.9010989010989;99.4475138121547;0;0;0;0
1306;3;RF;912;24;99.86282578875172;99.4535519125683;98.9247311827957;100.0;99.45945945945948;0;0;0;0
1307;3;RF;912;24;99.72602739726028;97.8021978021978;95.78947368421052;100.0;97.8494623655914;0;0;0;0
1308;3;RF;912;24;99.72602739726028;100.0;100.0;100.0;100.0;0;0;1;1
1309;3;RF;912;24;99.72602739726028;100.0;100.0;100.0;100.0;0;0;1;1
1315;3;SVM;912;24;100.0;99.4535519125683;100.0;98.9010989010989;99.4475138121547;0;0;0;0
1316;3;SVM;912;24;99.86282578875172;100.0;100.0;100.0;100.0;0;0;1;1
1317;3;SVM;912;24;99.86301369863013;100.0;100.0;100.0;100.0;0;0;1;1
1318;3;SVM;912;24;99.86301369863013;100.0;100.0;100.0;100.0;0;0;1;1
1319;3;SVM;912;24;99.86301369863013;100.0;100.0;100.0;100.0;0;0;1;1
1300;3;XGB;912;24;99.31412894375858;100.0;100.0;100.0;100.0;0;0;1;1
1301;3;XGB;912;24;99.45130315500684;99.4535519125683;100.0;98.91304347826086;99.4535519125683;0;0;0;0
1302;3;XGB;912;24;99.5890410958904;97.8021978021978;95.78947368421052;100.0;97.8494623655914;0;0;0;0
1303;3;XGB;912;24;99.72602739726028;98.9010989010989;100.0;97.8021978021978;98.88888888888889;0;0;0;0
1304;3;XGB;912;24;99.5890410958904;100.0;100.0;100.0;100.0;0;0;1;1
45;3;DT;1152;19;99.6742671009772;99.56709956709958;100.0;99.1304347826087;99.56331877729258;0;0;0;0
46;3;DT;1152;19;99.457111834962;98.7012987012987;100.0;97.41379310344828;98.68995633187772;0;0;0;0
47;3;DT;1152;19;99.78308026030368;98.2608695652174;100.0;96.52173913043478;98.23008849557522;0;0;0;0
48;3;DT;1152;19;99.56616052060735;100.0;100.0;100.0;100.0;0;0;1;1
49;3;DT;1152;19;99.78308026030368;98.69565217391305;97.45762711864408;100.0;98.71244635193132;0;0;0;0
40;3;DUM;1152;19;51.14006514657981;47.61904761904761;47.41379310344828;47.82608695652174;47.61904761904761;0;0;0;0
41;3;DUM;1152;19;48.9685124864278;52.81385281385281;53.04347826086957;52.58620689655172;52.81385281385281;0;0;0;0
42;3;DUM;1152;19;51.08459869848157;47.391304347826086;47.41379310344828;47.82608695652174;47.61904761904761;0;0;0;0
43;3;DUM;1152;19;51.08459869848157;47.391304347826086;47.41379310344828;47.82608695652174;47.61904761904761;0;0;0;0
44;3;DUM;1152;19;51.08459869848157;47.391304347826086;47.41379310344828;47.82608695652174;47.61904761904761;0;0;0;0
55;3;KNN;1152;19;99.457111834962;100.0;100.0;100.0;100.0;0;0;1;1
56;3;KNN;1152;19;99.457111834962;99.13419913419914;100.0;98.27586206896552;99.1304347826087;0;0;0;0
57;3;KNN;1152;19;99.56616052060735;98.69565217391305;100.0;97.3913043478261;98.6784140969163;0;0;0;0
58;3;KNN;1152;19;99.45770065075922;100.0;100.0;100.0;100.0;0;0;1;1
59;3;KNN;1152;19;99.56616052060735;99.56521739130434;100.0;99.1304347826087;99.56331877729258;0;0;0;0
70;3;MLP;1152;19;99.1313789359392;100.0;100.0;100.0;100.0;0;0;1;1
71;3;MLP;1152;19;99.457111834962;98.7012987012987;100.0;97.41379310344828;98.68995633187772;0;0;0;0
72;3;MLP;1152;19;99.45770065075922;98.69565217391305;100.0;97.3913043478261;98.6784140969163;0;0;0;0
73;3;MLP;1152;19;99.13232104121477;99.1304347826087;99.1304347826087;99.1304347826087;99.1304347826087;0;0;0;0
74;3;MLP;1152;19;99.24078091106291;99.56521739130434;100.0;99.1304347826087;99.56331877729258;0;0;0;0
50;3;NB;1152;19;99.7828447339848;99.56709956709958;99.13793103448276;100.0;99.56709956709958;0;0;0;0
51;3;NB;1152;19;99.6742671009772;100.0;100.0;100.0;100.0;0;0;1;1
52;3;NB;1152;19;99.78308026030368;99.56521739130434;99.13793103448276;100.0;99.56709956709958;0;0;0;0
53;3;NB;1152;19;99.78308026030368;99.56521739130434;99.13793103448276;100.0;99.56709956709958;0;0;0;0
54;3;NB;1152;19;99.67462039045552;100.0;100.0;100.0;100.0;0;0;1;1
65;3;RF;1152;19;99.2399565689468;98.7012987012987;97.45762711864408;100.0;98.71244635193132;0;0;0;0
66;3;RF;1152;19;99.1313789359392;98.7012987012987;100.0;97.41379310344828;98.68995633187772;0;0;0;0
67;3;RF;1152;19;99.56616052060735;98.2608695652174;97.43589743589745;99.1304347826087;98.27586206896552;0;0;0;0
68;3;RF;1152;19;99.45770065075922;99.1304347826087;98.29059829059828;100.0;99.13793103448276;0;0;0;0
69;3;RF;1152;19;99.24078091106291;98.2608695652174;96.63865546218489;100.0;98.29059829059828;0;0;0;0
75;3;SVM;1152;19;99.5656894679696;100.0;100.0;100.0;100.0;0;0;1;1
76;3;SVM;1152;19;99.457111834962;99.13419913419914;100.0;98.27586206896552;99.1304347826087;0;0;0;0
77;3;SVM;1152;19;99.78308026030368;98.69565217391305;100.0;97.3913043478261;98.6784140969163;0;0;0;0
78;3;SVM;1152;19;99.56616052060735;99.56521739130434;100.0;99.1304347826087;99.56331877729258;0;0;0;0
79;3;SVM;1152;19;99.67462039045552;100.0;100.0;100.0;100.0;0;0;1;1
60;3;XGB;1152;19;99.0228013029316;98.7012987012987;97.45762711864408;100.0;98.71244635193132;0;0;0;0
