;model;window;samples_summarized;accuracy_train;accuracy_test;presicion;recall;f1_score
966;DT;3872;25;98.80529544720697;99.48387096774194;99.48453608247422;99.48453608247422;99.48453608247422
967;DT;3872;25;99.03163331181408;98.57881136950904;98.4536082474227;98.70801033591732;98.58064516129032
968;DT;3872;25;98.8379599741769;98.83720930232558;99.47643979057592;98.19121447028424;98.8296488946684
969;DT;3872;25;98.87023886378309;99.09560723514211;98.96907216494846;99.2248062015504;99.09677419354838
970;NB;3872;25;98.99903132063287;97.93548387096774;97.68637532133675;98.19121447028424;97.9381443298969
971;NB;3872;25;98.67613819825638;99.35483870967742;99.48320413436691;99.22680412371135;99.35483870967742
972;NB;3872;25;98.90251775338929;98.57881136950904;98.4536082474227;98.70801033591732;98.58064516129032
973;NB;3872;25;98.74112330535829;99.2248062015504;99.2248062015504;99.2248062015504;99.2248062015504
974;NB;3872;25;98.7088444157521;98.83720930232558;98.46153846153847;99.2248062015504;98.84169884169884
975;KNN;3872;25;99.58023894091056;98.58064516129032;98.70466321243524;98.44961240310077;98.57697283311772
976;KNN;3872;25;99.38650306748467;99.87096774193547;99.74293059125964;100.0;99.87129987129987
977;KNN;3872;25;99.41897998708843;99.35400516795866;98.97435897435898;99.74160206718346;99.35649935649936
978;KNN;3872;25;99.28986442866365;99.48320413436691;100.0;98.96640826873386;99.48051948051948
979;KNN;3872;25;99.48353776630084;99.2248062015504;99.2248062015504;99.2248062015504;99.2248062015504
980;XGB;3872;25;98.19179851469164;97.16129032258064;96.67519181585678;97.67441860465115;97.17223650385604
981;XGB;3872;25;97.7720374556022;98.70967741935483;97.96954314720813;99.48453608247422;98.72122762148338
982;XGB;3872;25;97.90187217559716;98.06201550387597;97.44897959183673;98.70801033591732;98.0744544287548
983;XGB;3872;25;98.03098773402195;97.67441860465115;96.94656488549617;98.44961240310077;97.6923076923077
984;XGB;3872;25;97.90187217559716;98.06201550387597;96.96969696969697;99.2248062015504;98.08429118773945
985;RF;3872;25;98.22408782692929;97.29032258064517;96.44670050761421;98.19121447028424;97.31113956466069
986;RF;3872;25;97.8366160800775;98.70967741935483;97.96954314720813;99.48453608247422;98.72122762148338
987;RF;3872;25;98.03098773402195;97.80361757105943;96.95431472081218;98.70801033591732;97.82330345710626
988;RF;3872;25;98.09554551323436;97.9328165374677;96.9620253164557;98.96640826873386;97.9539641943734
989;RF;3872;25;98.03098773402195;98.19121447028424;96.97732997481108;99.48320413436691;98.21428571428571
990;MLP;3872;25;99.35421375524702;98.70967741935483;99.21671018276761;98.19121447028424;98.7012987012987
991;MLP;3872;25;99.12818856958346;99.74193548387098;99.74226804123711;99.74226804123711;99.74226804123711
992;MLP;3872;25;99.22530664945126;99.2248062015504;99.48051948051948;98.96640826873386;99.22279792746113
993;MLP;3872;25;99.25758553905746;99.35400516795866;100.0;98.70801033591732;99.34980494148245
994;MLP;3872;25;99.28986442866365;98.96640826873386;98.96640826873386;98.96640826873386;98.96640826873386
995;SVM;3872;25;99.48337100419761;98.58064516129032;98.95833333333334;98.19121447028424;98.57328145265889
996;SVM;3872;25;99.28963513077171;99.61290322580645;99.74160206718346;99.48453608247422;99.61290322580645
997;SVM;3872;25;99.25758553905746;99.2248062015504;99.2248062015504;99.2248062015504;99.2248062015504
998;SVM;3872;25;99.28986442866365;99.6124031007752;100.0;99.2248062015504;99.61089494163424
999;SVM;3872;25;99.38670109748224;99.35400516795866;99.48186528497409;99.2248062015504;99.35316946959897
1000;DUM;400;242;45.0;48.75;48.837209302325576;52.5;50.602409638554214
1001;DUM;400;242;45.0;48.75;48.837209302325576;52.5;50.602409638554214
1002;DUM;400;242;45.0;48.75;48.837209302325576;52.5;50.602409638554214
1003;DUM;400;242;45.0;48.75;48.837209302325576;52.5;50.602409638554214
1004;DUM;400;242;45.0;48.75;48.837209302325576;52.5;50.602409638554214
1005;DT;400;242;100.0;100.0;100.0;100.0;100.0
1006;DT;400;242;100.0;100.0;100.0;100.0;100.0
1007;DT;400;242;100.0;100.0;100.0;100.0;100.0
1008;DT;400;242;100.0;100.0;100.0;100.0;100.0
1009;DT;400;242;100.0;100.0;100.0;100.0;100.0
1010;NB;400;242;100.0;100.0;100.0;100.0;100.0
1011;NB;400;242;100.0;100.0;100.0;100.0;100.0
1012;NB;400;242;100.0;100.0;100.0;100.0;100.0
1013;NB;400;242;100.0;100.0;100.0;100.0;100.0
1014;NB;400;242;100.0;100.0;100.0;100.0;100.0
1015;KNN;400;242;100.0;100.0;100.0;100.0;100.0
1016;KNN;400;242;100.0;100.0;100.0;100.0;100.0
1017;KNN;400;242;100.0;100.0;100.0;100.0;100.0
1018;KNN;400;242;100.0;100.0;100.0;100.0;100.0
1019;KNN;400;242;100.0;100.0;100.0;100.0;100.0
1020;XGB;400;242;100.0;100.0;100.0;100.0;100.0
1021;XGB;400;242;100.0;100.0;100.0;100.0;100.0
1022;XGB;400;242;100.0;97.5;100.0;95.0;97.43589743589743
1023;XGB;400;242;100.0;100.0;100.0;100.0;100.0
1024;XGB;400;242;100.0;100.0;100.0;100.0;100.0
1025;RF;400;242;100.0;100.0;100.0;100.0;100.0
1026;RF;400;242;100.0;100.0;100.0;100.0;100.0
1027;RF;400;242;100.0;100.0;100.0;100.0;100.0
1028;RF;400;242;100.0;100.0;100.0;100.0;100.0
1029;RF;400;242;100.0;100.0;100.0;100.0;100.0
1030;MLP;400;242;50.0;50.0;50.0;100.0;66.66666666666666
1031;MLP;400;242;50.0;50.0;50.0;100.0;66.66666666666666
1032;MLP;400;242;50.0;50.0;50.0;100.0;66.66666666666666
1033;MLP;400;242;50.0;50.0;50.0;100.0;66.66666666666666
1034;MLP;400;242;50.0;50.0;50.0;100.0;66.66666666666666
1035;SVM;400;242;100.0;100.0;100.0;100.0;100.0
1036;SVM;400;242;100.0;100.0;100.0;100.0;100.0
1037;SVM;400;242;100.0;100.0;100.0;100.0;100.0
1038;SVM;400;242;100.0;100.0;100.0;100.0;100.0
1039;SVM;400;242;100.0;100.0;100.0;100.0;100.0
1040;DUM;40;2420;56.25;75.0;75.0;75.0;75.0
1041;DUM;40;2420;56.25;75.0;75.0;75.0;75.0
1042;DUM;40;2420;56.25;75.0;75.0;75.0;75.0
1043;DUM;40;2420;56.25;75.0;75.0;75.0;75.0
1044;DUM;40;2420;56.25;75.0;75.0;75.0;75.0
1045;DT;40;2420;100.0;100.0;100.0;100.0;100.0
1046;DT;40;2420;100.0;100.0;100.0;100.0;100.0
1047;DT;40;2420;100.0;100.0;100.0;100.0;100.0
1048;DT;40;2420;100.0;100.0;100.0;100.0;100.0
1049;DT;40;2420;100.0;100.0;100.0;100.0;100.0
1050;NB;40;2420;100.0;100.0;100.0;100.0;100.0
1051;NB;40;2420;100.0;100.0;100.0;100.0;100.0
1052;NB;40;2420;100.0;100.0;100.0;100.0;100.0
1053;NB;40;2420;100.0;100.0;100.0;100.0;100.0
1054;NB;40;2420;100.0;100.0;100.0;100.0;100.0
1055;KNN;40;2420;100.0;100.0;100.0;100.0;100.0
1056;KNN;40;2420;100.0;100.0;100.0;100.0;100.0
1057;KNN;40;2420;100.0;100.0;100.0;100.0;100.0
1058;KNN;40;2420;100.0;100.0;100.0;100.0;100.0
1059;KNN;40;2420;100.0;100.0;100.0;100.0;100.0
1060;XGB;40;2420;100.0;100.0;100.0;100.0;100.0
1061;XGB;40;2420;100.0;87.5;100.0;75.0;85.71428571428571
1062;XGB;40;2420;100.0;100.0;100.0;100.0;100.0
1063;XGB;40;2420;100.0;100.0;100.0;100.0;100.0
1064;XGB;40;2420;100.0;100.0;100.0;100.0;100.0
1065;RF;40;2420;100.0;100.0;100.0;100.0;100.0
1066;RF;40;2420;100.0;100.0;100.0;100.0;100.0
1067;RF;40;2420;100.0;100.0;100.0;100.0;100.0
1068;RF;40;2420;100.0;100.0;100.0;100.0;100.0
1069;RF;40;2420;100.0;100.0;100.0;100.0;100.0
1070;MLP;40;2420;50.0;50.0;50.0;100.0;66.66666666666666
1071;MLP;40;2420;50.0;50.0;50.0;100.0;66.66666666666666
1072;MLP;40;2420;50.0;50.0;50.0;100.0;66.66666666666666
1073;MLP;40;2420;50.0;50.0;50.0;100.0;66.66666666666666
1074;MLP;40;2420;50.0;50.0;50.0;100.0;66.66666666666666
1075;SVM;40;2420;100.0;100.0;100.0;100.0;100.0
1076;SVM;40;2420;100.0;100.0;100.0;100.0;100.0
1077;SVM;40;2420;100.0;100.0;100.0;100.0;100.0
1078;SVM;40;2420;100.0;100.0;100.0;100.0;100.0
1079;SVM;40;2420;100.0;100.0;100.0;100.0;100.0
1080;DUM;4400;22;49.715909090909086;51.24999999999999;51.25858123569794;50.90909090909091;51.08323831242873
1081;DUM;4400;22;49.715909090909086;51.24999999999999;51.25858123569794;50.90909090909091;51.08323831242873
1082;DUM;4400;22;49.715909090909086;51.24999999999999;51.25858123569794;50.90909090909091;51.08323831242873
1083;DUM;4400;22;49.715909090909086;51.24999999999999;51.25858123569794;50.90909090909091;51.08323831242873
1084;DUM;4400;22;49.715909090909086;51.24999999999999;51.25858123569794;50.90909090909091;51.08323831242873
1085;DT;4400;22;98.66477272727273;97.27272727272728;97.70642201834863;96.81818181818181;97.26027397260275
1086;DT;4400;22;98.92045454545455;98.18181818181819;97.74774774774775;98.63636363636363;98.19004524886877
1087;DT;4400;22;98.26704545454545;98.75;99.76798143851508;97.72727272727273;98.73708381171068
1088;DT;4400;22;98.38068181818181;98.63636363636363;99.30875576036865;97.95454545454545;98.62700228832952
1089;DT;4400;22;98.29545454545455;98.63636363636363;98.1981981981982;99.0909090909091;98.64253393665159
1090;NB;4400;22;98.4090909090909;97.95454545454545;97.73755656108597;98.18181818181819;97.95918367346938
1091;NB;4400;22;98.23863636363637;98.75;99.3103448275862;98.18181818181819;98.74285714285715
1092;NB;4400;22;98.38068181818181;97.72727272727273;97.72727272727273;97.72727272727273;97.72727272727273
1093;NB;4400;22;98.21022727272727;98.75;98.63945578231292;98.86363636363636;98.75141884222475
1094;NB;4400;22;98.18181818181819;98.52272727272727;97.76286353467562;99.31818181818181;98.53438556933483
1095;KNN;4400;22;99.28977272727273;99.20454545454545;99.31662870159454;99.0909090909091;99.20364050056882
1096;KNN;4400;22;99.23295454545455;98.63636363636363;99.53703703703704;97.72727272727273;98.62385321100918
1097;KNN;4400;22;99.20454545454545;98.75;99.3103448275862;98.18181818181819;98.74285714285715
1098;KNN;4400;22;99.0909090909091;99.0909090909091;99.31506849315068;98.86363636363636;99.08883826879271
1099;KNN;4400;22;99.17613636363637;99.31818181818181;99.09502262443439;99.54545454545455;99.31972789115646
1100;XGB;4400;22;97.86931818181817;96.5909090909091;95.96412556053812;97.27272727272728;96.61399548532731
1101;XGB;4400;22;97.5;97.95454545454545;98.17351598173516;97.72727272727273;97.9498861047836
1102;XGB;4400;22;97.58522727272727;97.1590909090909;97.26651480637814;97.04545454545455;97.15585893060296
1103;XGB;4400;22;97.44318181818183;97.95454545454545;97.73755656108597;98.18181818181819;97.95918367346938
1104;XGB;4400;22;97.58522727272727;97.72727272727273;96.25550660792952;99.31818181818181;97.76286353467562
1105;RF;4400;22;97.89772727272728;96.5909090909091;95.96412556053812;97.27272727272728;96.61399548532731
1106;RF;4400;22;97.58522727272727;97.95454545454545;98.17351598173516;97.72727272727273;97.9498861047836
1107;RF;4400;22;97.69886363636363;97.61363636363637;97.29119638826185;97.95454545454545;97.62174405436014
1108;RF;4400;22;97.55681818181819;97.95454545454545;97.73755656108597;98.18181818181819;97.95918367346938
1109;RF;4400;22;97.61363636363637;97.72727272727273;96.25550660792952;99.31818181818181;97.76286353467562
1110;MLP;4400;22;98.7784090909091;98.97727272727272;99.08883826879271;98.86363636363636;98.97610921501706
1111;MLP;4400;22;98.89204545454545;98.52272727272727;99.30715935334872;97.72727272727273;98.51088201603666
1112;MLP;4400;22;99.00568181818183;98.06818181818183;98.84526558891456;97.27272727272728;98.05269186712485
1113;MLP;4400;22;98.66477272727273;99.31818181818181;99.77064220183486;98.86363636363636;99.31506849315068
1114;MLP;4400;22;98.7784090909091;98.97727272727272;98.42696629213484;99.54545454545455;98.98305084745763
1115;SVM;4400;22;98.92045454545455;98.86363636363636;98.86363636363636;98.86363636363636;98.86363636363636
1116;SVM;4400;22;99.0909090909091;98.52272727272727;98.8558352402746;98.18181818181819;98.51767388825542
1117;SVM;4400;22;99.0625;98.63636363636363;99.30875576036865;97.95454545454545;98.62700228832952
1118;SVM;4400;22;99.00568181818183;99.31818181818181;99.54337899543378;99.0909090909091;99.31662870159454
1119;SVM;4400;22;99.0340909090909;99.0909090909091;98.4304932735426;99.77272727272727;99.09706546275395
1120;DUM;440;220;45.73863636363637;46.590909090909086;46.808510638297875;50.0;48.35164835164835
1121;DUM;440;220;45.73863636363637;46.590909090909086;46.808510638297875;50.0;48.35164835164835
1122;DUM;440;220;45.73863636363637;46.590909090909086;46.808510638297875;50.0;48.35164835164835
1123;DUM;440;220;45.73863636363637;46.590909090909086;46.808510638297875;50.0;48.35164835164835
1124;DUM;440;220;45.73863636363637;46.590909090909086;46.808510638297875;50.0;48.35164835164835
1125;DT;440;220;100.0;100.0;100.0;100.0;100.0
1126;DT;440;220;100.0;100.0;100.0;100.0;100.0
1127;DT;440;220;100.0;100.0;100.0;100.0;100.0
1128;DT;440;220;100.0;100.0;100.0;100.0;100.0
1129;DT;440;220;100.0;100.0;100.0;100.0;100.0
1130;NB;440;220;100.0;100.0;100.0;100.0;100.0
1131;NB;440;220;100.0;100.0;100.0;100.0;100.0
1132;NB;440;220;100.0;100.0;100.0;100.0;100.0
1133;NB;440;220;100.0;100.0;100.0;100.0;100.0
1134;NB;440;220;100.0;100.0;100.0;100.0;100.0
1135;KNN;440;220;100.0;100.0;100.0;100.0;100.0
1136;KNN;440;220;100.0;100.0;100.0;100.0;100.0
1137;KNN;440;220;100.0;100.0;100.0;100.0;100.0
1138;KNN;440;220;100.0;100.0;100.0;100.0;100.0
1139;KNN;440;220;100.0;100.0;100.0;100.0;100.0
1140;XGB;440;220;100.0;98.86363636363636;100.0;97.72727272727273;98.85057471264368
1141;XGB;440;220;100.0;100.0;100.0;100.0;100.0
1142;XGB;440;220;100.0;100.0;100.0;100.0;100.0
1143;XGB;440;220;100.0;100.0;100.0;100.0;100.0
1144;XGB;440;220;100.0;100.0;100.0;100.0;100.0
1145;RF;440;220;100.0;100.0;100.0;100.0;100.0
1146;RF;440;220;100.0;100.0;100.0;100.0;100.0
1147;RF;440;220;100.0;100.0;100.0;100.0;100.0
1148;RF;440;220;100.0;100.0;100.0;100.0;100.0
1149;RF;440;220;100.0;100.0;100.0;100.0;100.0
1150;MLP;440;220;50.0;50.0;50.0;100.0;66.66666666666666
1151;MLP;440;220;50.0;50.0;50.0;100.0;66.66666666666666
1152;MLP;440;220;50.0;50.0;50.0;100.0;66.66666666666666
1153;MLP;440;220;50.0;50.0;50.0;100.0;66.66666666666666
1154;MLP;440;220;50.0;50.0;50.0;100.0;66.66666666666666
1155;SVM;440;220;100.0;100.0;100.0;100.0;100.0
1156;SVM;440;220;100.0;100.0;100.0;100.0;100.0
1157;SVM;440;220;100.0;100.0;100.0;100.0;100.0
1158;SVM;440;220;100.0;100.0;100.0;100.0;100.0
1159;SVM;440;220;100.0;100.0;100.0;100.0;100.0
1160;DUM;44;2200;54.285714285714285;55.55555555555556;50.0;50.0;50.0
1161;DUM;44;2200;54.285714285714285;55.55555555555556;50.0;50.0;50.0
1162;DUM;44;2200;42.857142857142854;33.33333333333333;40.0;40.0;40.0
1163;DUM;44;2200;42.857142857142854;33.33333333333333;40.0;40.0;40.0
1164;DUM;44;2200;52.77777777777778;75.0;75.0;75.0;75.0
1165;DT;44;2200;100.0;100.0;100.0;100.0;100.0
1166;DT;44;2200;100.0;100.0;100.0;100.0;100.0
1167;DT;44;2200;100.0;100.0;100.0;100.0;100.0
1168;DT;44;2200;100.0;100.0;100.0;100.0;100.0
1169;DT;44;2200;100.0;100.0;100.0;100.0;100.0
1170;NB;44;2200;100.0;100.0;100.0;100.0;100.0
1171;NB;44;2200;100.0;100.0;100.0;100.0;100.0
1172;NB;44;2200;100.0;100.0;100.0;100.0;100.0
1173;NB;44;2200;100.0;100.0;100.0;100.0;100.0
1174;NB;44;2200;100.0;100.0;100.0;100.0;100.0
1175;KNN;44;2200;100.0;100.0;100.0;100.0;100.0
1176;KNN;44;2200;100.0;100.0;100.0;100.0;100.0
1177;KNN;44;2200;100.0;100.0;100.0;100.0;100.0
1178;KNN;44;2200;100.0;100.0;100.0;100.0;100.0
1179;KNN;44;2200;100.0;100.0;100.0;100.0;100.0
1180;XGB;44;2200;100.0;100.0;100.0;100.0;100.0
1181;XGB;44;2200;100.0;100.0;100.0;100.0;100.0
1182;XGB;44;2200;100.0;100.0;100.0;100.0;100.0
1183;XGB;44;2200;100.0;66.66666666666666;100.0;40.0;57.14285714285714
1184;XGB;44;2200;100.0;100.0;100.0;100.0;100.0
1185;RF;44;2200;100.0;100.0;100.0;100.0;100.0
1186;RF;44;2200;100.0;100.0;100.0;100.0;100.0
1187;RF;44;2200;100.0;100.0;100.0;100.0;100.0
1188;RF;44;2200;100.0;100.0;100.0;100.0;100.0
1189;RF;44;2200;100.0;100.0;100.0;100.0;100.0
1190;MLP;44;2200;51.42857142857142;44.44444444444444;44.44444444444444;100.0;61.53846153846154
1191;MLP;44;2200;51.42857142857142;44.44444444444444;44.44444444444444;100.0;61.53846153846154
1192;MLP;44;2200;48.57142857142857;55.55555555555556;55.55555555555556;100.0;71.42857142857143
1193;MLP;44;2200;48.57142857142857;55.55555555555556;55.55555555555556;100.0;71.42857142857143
1194;MLP;44;2200;50.0;50.0;50.0;100.0;66.66666666666666
1195;SVM;44;2200;100.0;100.0;100.0;100.0;100.0
1196;SVM;44;2200;100.0;100.0;100.0;100.0;100.0
1197;SVM;44;2200;100.0;100.0;100.0;100.0;100.0
1198;SVM;44;2200;100.0;100.0;100.0;100.0;100.0
1199;SVM;44;2200;100.0;100.0;100.0;100.0;100.0
1200;DUM;4840;20;50.72314049586777;52.066115702479344;52.05761316872428;52.27272727272727;52.164948453608254
1201;DUM;4840;20;50.72314049586777;52.066115702479344;52.05761316872428;52.27272727272727;52.164948453608254
1202;DUM;4840;20;50.72314049586777;52.066115702479344;52.05761316872428;52.27272727272727;52.164948453608254
1203;DUM;4840;20;50.72314049586777;52.066115702479344;52.05761316872428;52.27272727272727;52.164948453608254
1204;DUM;4840;20;50.72314049586777;52.066115702479344;52.05761316872428;52.27272727272727;52.164948453608254
1205;DT;4840;20;97.70144628099173;97.31404958677686;96.16935483870968;98.55371900826447;97.34693877551021
1206;DT;4840;20;97.98553719008265;96.79752066115702;97.0893970893971;96.48760330578511;96.78756476683937
1207;DT;4840;20;98.4245867768595;98.14049586776859;97.55102040816327;98.7603305785124;98.15195071868584
1208;DT;4840;20;97.75309917355372;97.31404958677686;99.35344827586206;95.24793388429752;97.25738396624473
1209;DT;4840;20;97.80475206611571;97.72727272727273;98.125;97.31404958677686;97.71784232365145
1210;NB;4840;20;97.54648760330579;98.24380165289256;98.34368530020704;98.14049586776859;98.2419855222337
1211;NB;4840;20;97.77892561983471;96.79752066115702;96.70103092783505;96.900826446281;96.80082559339526
1212;NB;4840;20;97.62396694214877;97.8305785123967;97.73195876288659;97.93388429752066;97.8328173374613
1213;NB;4840;20;97.72727272727273;97.41735537190083;99.14346895074947;95.66115702479338;97.37118822292324
1214;NB;4840;20;97.59814049586777;97.93388429752066;98.33333333333333;97.52066115702479;97.9253112033195
1215;KNN;4840;20;98.7603305785124;98.96694214876032;98.96694214876032;98.96694214876032;98.96694214876032
1216;KNN;4840;20;98.96694214876032;97.52066115702479;97.32510288065843;97.72727272727273;97.52577319587628
1217;KNN;4840;20;98.81198347107438;98.55371900826447;97.95918367346938;99.17355371900827;98.56262833675564
1218;KNN;4840;20;98.91528925619835;98.65702479338843;99.37106918238993;97.93388429752066;98.64724245577523
1219;KNN;4840;20;98.83780991735537;98.7603305785124;99.16666666666667;98.34710743801654;98.7551867219917
1220;XGB;4840;20;96.95247933884298;97.62396694214877;97.52577319587628;97.72727272727273;97.62641898864808
1221;XGB;4840;20;97.31404958677686;96.17768595041323;95.15151515151516;97.31404958677686;96.22063329928498
1222;XGB;4840;20;97.10743801652893;96.900826446281;96.70781893004116;97.10743801652893;96.90721649484536
1223;XGB;4840;20;97.05578512396694;97.21074380165288;98.10526315789474;96.28099173553719;97.18456725755996
1224;XGB;4840;20;96.95247933884298;97.41735537190083;97.51552795031056;97.31404958677686;97.41468459152016
1225;RF;4840;20;97.02995867768594;97.62396694214877;97.13701431492842;98.14049586776859;97.63617677286743
1226;RF;4840;20;97.46900826446281;96.17768595041323;94.96981891348088;97.52066115702479;96.2283384301733
1227;RF;4840;20;97.26239669421489;96.79752066115702;96.50924024640656;97.10743801652893;96.80741503604531
1228;RF;4840;20;97.1590909090909;97.31404958677686;98.10924369747899;96.48760330578511;97.29166666666667
1229;RF;4840;20;97.02995867768594;97.62396694214877;97.52577319587628;97.72727272727273;97.62641898864808
1230;MLP;4840;20;98.26962809917356;98.65702479338843;98.96049896049897;98.34710743801654;98.65284974093265
1231;MLP;4840;20;98.52789256198346;97.41735537190083;98.11320754716981;96.69421487603306;97.39854318418314
1232;MLP;4840;20;98.21797520661157;98.65702479338843;98.35728952772074;98.96694214876032;98.66117404737385
1233;MLP;4840;20;98.34710743801654;98.14049586776859;99.36440677966102;96.900826446281;98.11715481171548
1234;MLP;4840;20;98.24380165289256;98.4504132231405;98.75259875259876;98.14049586776859;98.44559585492227
1235;SVM;4840;20;98.55371900826447;98.96694214876032;98.96694214876032;98.96694214876032;98.96694214876032
1236;SVM;4840;20;98.86363636363636;97.41735537190083;97.71309771309772;97.10743801652893;97.40932642487047
1237;SVM;4840;20;98.55371900826447;98.7603305785124;98.559670781893;98.96694214876032;98.76288659793815
1238;SVM;4840;20;98.52789256198346;98.65702479338843;99.37106918238993;97.93388429752066;98.64724245577523
1239;SVM;4840;20;98.52789256198346;98.86363636363636;99.37369519832986;98.34710743801654;98.85773624091381
1240;DUM;484;200;46.770025839793284;46.391752577319586;46.0;47.91666666666667;46.93877551020408
1241;DUM;484;200;46.770025839793284;46.391752577319586;46.0;47.91666666666667;46.93877551020408
1242;DUM;484;200;52.97157622739018;54.63917525773196;55.319148936170215;53.06122448979592;54.166666666666664
1243;DUM;484;200;52.97157622739018;54.63917525773196;55.319148936170215;53.06122448979592;54.166666666666664
1244;DUM;484;200;47.16494845360825;45.83333333333333;46.0;47.91666666666667;46.93877551020408
1245;DT;484;200;100.0;100.0;100.0;100.0;100.0
1246;DT;484;200;100.0;100.0;100.0;100.0;100.0
1247;DT;484;200;100.0;100.0;100.0;100.0;100.0
1248;DT;484;200;100.0;100.0;100.0;100.0;100.0
1249;DT;484;200;100.0;100.0;100.0;100.0;100.0
1250;NB;484;200;100.0;100.0;100.0;100.0;100.0
1251;NB;484;200;100.0;100.0;100.0;100.0;100.0
1252;NB;484;200;100.0;100.0;100.0;100.0;100.0
1253;NB;484;200;100.0;100.0;100.0;100.0;100.0
1254;NB;484;200;100.0;100.0;100.0;100.0;100.0
1255;KNN;484;200;100.0;100.0;100.0;100.0;100.0
1256;KNN;484;200;100.0;100.0;100.0;100.0;100.0
1257;KNN;484;200;100.0;100.0;100.0;100.0;100.0
1258;KNN;484;200;100.0;100.0;100.0;100.0;100.0
1259;KNN;484;200;100.0;100.0;100.0;100.0;100.0
1260;XGB;484;200;100.0;100.0;100.0;100.0;100.0
1261;XGB;484;200;100.0;100.0;100.0;100.0;100.0
1262;XGB;484;200;100.0;100.0;100.0;100.0;100.0
1263;XGB;484;200;100.0;100.0;100.0;100.0;100.0
1264;XGB;484;200;100.0;100.0;100.0;100.0;100.0
1265;RF;484;200;100.0;100.0;100.0;100.0;100.0
1266;RF;484;200;100.0;100.0;100.0;100.0;100.0
1267;RF;484;200;100.0;100.0;100.0;100.0;100.0
1268;RF;484;200;100.0;100.0;100.0;100.0;100.0
1269;RF;484;200;100.0;100.0;100.0;100.0;100.0
1270;MLP;484;200;50.129198966408275;49.48453608247423;49.48453608247423;100.0;66.20689655172414
1271;MLP;484;200;50.129198966408275;49.48453608247423;49.48453608247423;100.0;66.20689655172414
1272;MLP;484;200;49.87080103359173;50.51546391752577;50.51546391752577;100.0;67.12328767123287
1273;MLP;484;200;49.87080103359173;50.51546391752577;50.51546391752577;100.0;67.12328767123287
1274;MLP;484;200;50.0;50.0;50.0;100.0;66.66666666666666
1275;SVM;484;200;100.0;100.0;100.0;100.0;100.0
1276;SVM;484;200;100.0;100.0;100.0;100.0;100.0
1277;SVM;484;200;100.0;100.0;100.0;100.0;100.0
1278;SVM;484;200;100.0;100.0;100.0;100.0;100.0
1279;SVM;484;200;100.0;100.0;100.0;100.0;100.0
1280;DUM;50;1936;50.0;50.0;50.0;40.0;44.44444444444444
1281;DUM;50;1936;50.0;50.0;50.0;40.0;44.44444444444444
1282;DUM;50;1936;50.0;50.0;50.0;40.0;44.44444444444444
1283;DUM;50;1936;50.0;50.0;50.0;40.0;44.44444444444444
1284;DUM;50;1936;50.0;50.0;50.0;40.0;44.44444444444444
1285;DT;50;1936;100.0;100.0;100.0;100.0;100.0
1286;DT;50;1936;100.0;100.0;100.0;100.0;100.0
1287;DT;50;1936;100.0;100.0;100.0;100.0;100.0
1288;DT;50;1936;100.0;100.0;100.0;100.0;100.0
1289;DT;50;1936;100.0;100.0;100.0;100.0;100.0
1290;NB;50;1936;100.0;100.0;100.0;100.0;100.0
1291;NB;50;1936;100.0;100.0;100.0;100.0;100.0
1292;NB;50;1936;100.0;100.0;100.0;100.0;100.0
1293;NB;50;1936;100.0;100.0;100.0;100.0;100.0
1294;NB;50;1936;100.0;100.0;100.0;100.0;100.0
1295;KNN;50;1936;100.0;100.0;100.0;100.0;100.0
1296;KNN;50;1936;100.0;100.0;100.0;100.0;100.0
1297;KNN;50;1936;100.0;100.0;100.0;100.0;100.0
1298;KNN;50;1936;100.0;100.0;100.0;100.0;100.0
1299;KNN;50;1936;100.0;100.0;100.0;100.0;100.0
1300;XGB;50;1936;100.0;90.0;100.0;80.0;88.88888888888889
1301;XGB;50;1936;100.0;100.0;100.0;100.0;100.0
1302;XGB;50;1936;100.0;100.0;100.0;100.0;100.0
1303;XGB;50;1936;100.0;100.0;100.0;100.0;100.0
1304;XGB;50;1936;100.0;100.0;100.0;100.0;100.0
1305;RF;50;1936;100.0;100.0;100.0;100.0;100.0
1306;RF;50;1936;100.0;100.0;100.0;100.0;100.0
1307;RF;50;1936;100.0;100.0;100.0;100.0;100.0
1308;RF;50;1936;100.0;100.0;100.0;100.0;100.0
1309;RF;50;1936;100.0;100.0;100.0;100.0;100.0
1310;MLP;50;1936;50.0;50.0;50.0;100.0;66.66666666666666
1311;MLP;50;1936;50.0;50.0;50.0;100.0;66.66666666666666
1312;MLP;50;1936;50.0;50.0;50.0;100.0;66.66666666666666
1313;MLP;50;1936;50.0;50.0;50.0;100.0;66.66666666666666
1314;MLP;50;1936;50.0;50.0;50.0;100.0;66.66666666666666
1315;SVM;50;1936;100.0;100.0;100.0;100.0;100.0
1316;SVM;50;1936;100.0;100.0;100.0;100.0;100.0
1317;SVM;50;1936;100.0;100.0;100.0;100.0;100.0
1318;SVM;50;1936;100.0;100.0;100.0;100.0;100.0
1319;SVM;50;1936;100.0;100.0;100.0;100.0;100.0
1320;DUM;550;176;47.95454545454545;52.72727272727272;52.54237288135594;56.36363636363636;54.385964912280706
1321;DUM;550;176;47.95454545454545;52.72727272727272;52.54237288135594;56.36363636363636;54.385964912280706
1322;DUM;550;176;47.95454545454545;52.72727272727272;52.54237288135594;56.36363636363636;54.385964912280706
